,source,target,rating,time
311,1750,1,1,1330232400
312,2848,1,1,1329973200
313,1458,1,1,1329714000
314,951,1,1,1329627600
315,1029,1,1,1329627600
316,2176,1,1,1329195600
317,2846,1,1,1329109200
318,347,1,1,1329022800
319,2173,1,1,1328850000
320,2826,1,1,1327035600
321,1742,1,1,1340856000
322,2166,1,1,1326776400
323,2823,1,1,1326258000
324,2820,1,1,1325480400
325,2814,1,1,1324962000
326,1736,1,1,1324616400
327,1025,1,1,1324443600
328,1482,1,1,1324357200
329,1483,1,1,1324270800
330,2152,1,1,1352091600
331,2806,1,1,1323320400
332,1128,1,1,1322888400
333,2801,1,1,1322629200
334,2795,1,1,1322110800
335,1290,1,1,1322110800
336,1288,1,1,1321938000
337,1436,1,1,1321592400
338,2498,1,1,1321419600
339,2784,1,1,1320987600
340,587,1,1,1320728400
341,2780,1,1,1320292800
342,2779,1,1,1320120000
343,305,1,1,1320120000
344,944,1,1,1320120000
345,2129,1,1,1319515200
346,683,1,1,1319428800
347,42,1,1,1319256000
348,1136,1,1,1318737600
349,1283,1,1,1318564800
350,2127,1,1,1317614400
351,2093,1,1,1316664000
352,1284,1,1,1316491200
353,72,1,1,1316318400
354,264,1,1,1316232000
355,2756,1,1,1316145600
356,1285,1,1,1316059200
357,613,1,1,1316059200
358,304,1,1,1315886400
359,1282,1,1,1315886400
360,4721,1,1,1315713600
361,1475,1,1,1315022400
362,2746,1,1,1314849600
363,1715,1,1,1314676800
364,734,1,1,1314417600
365,2108,1,1,1314331200
366,1923,1,1,1314158400
367,1465,1,1,1313985600
368,2742,1,1,1313726400
369,2117,1,1,1313640000
370,1720,1,1,1313467200
371,90,1,1,1313467200
372,2731,1,1,1312862400
373,1457,1,1,1312776000
374,2725,1,1,1312776000
375,2109,1,1,1311566400
376,543,1,1,1312516800
377,2102,1,1,1311048000
378,712,1,1,1310270400
379,231,1,1,1311134400
380,2687,1,1,1309924800
381,1708,1,1,1309752000
382,1129,1,1,1309665600
383,76,1,1,1309320000
384,2065,1,1,1307851200
385,1251,1,1,1307505600
386,1248,1,1,1307419200
387,725,1,1,1307160000
388,2559,1,1,1307073600
389,507,1,1,1306728000
390,1942,1,1,1304913600
391,1232,1,1,1304654400
392,534,1,1,1304568000
393,994,1,1,1304136000
394,503,1,1,1303790400
395,2448,1,1,1302580800
396,846,1,1,1301976000
397,1,160,10,1317182400
398,1,1028,7,1348804800
399,1,309,5,1378353600
400,1,11,5,1372046400
401,1,594,5,1370836800
402,1,1316,5,1353301200
403,1,1392,4,1416978000
404,1,1583,4,1380945600
405,1,888,4,1365652800
406,1,637,4,1418792400
407,1,1520,4,1412654400
408,1,18,4,1314936000
409,1,35,4,1330578000
410,1,1901,3,1411790400
411,1,44,3,1415854800
412,1,10,3,1375243200
413,1,783,3,1368676800
414,1,821,3,1369108800
415,1,112,3,1362546000
416,1,964,3,1350187200
417,1,89,3,1345521600
418,1,20,3,1342584000
419,1,256,3,1343016000
420,1,223,3,1304568000
421,1,1881,2,1420261200
422,1,351,2,1409371200
423,1,196,2,1391576400
424,1,416,2,1391835600
425,1,1877,2,1378872000
426,1,87,2,1380686400
427,1,2367,2,1371700800
428,1,3254,2,1372392000
429,1,1573,2,1408939200
430,1,247,2,1373256000
431,1,1353,2,1402200000
432,1,493,2,1363665600
433,1,1358,2,1372737600
434,1,1177,2,1362027600
435,1,1538,2,1358139600
436,1,2296,2,1359954000
437,1,222,2,1386392400
438,1,2282,2,1353819600
439,1,2113,2,1352696400
440,1,2260,2,1350446400
441,1,71,2,1348545600
442,1,142,2,1365566400
443,1,2249,2,1355893200
444,1,1519,2,1363924800
445,1,2227,2,1353301200
446,1,1496,2,1334116800
447,1,519,2,1334721600
448,1,1493,2,1334548800
449,1,1315,2,1334808000
450,1,1750,2,1330232400
451,1,156,2,1325739600
452,1,9,2,1329454800
453,1,1724,2,1322802000
454,1,22,2,1320728400
455,1,15,2,1319860800
456,1,255,2,1323147600
457,1,1267,2,1363320000
458,1,1261,2,1309320000
459,1,57,2,1314936000
460,1,710,2,1314504000
461,1,472,2,1306728000
462,1,152,2,1354078800
463,1,1952,2,1312948800
464,1,1606,2,1302062400
465,1,379,2,1300939200
466,1,4,2,1300161600
467,1,563,2,1312862400
468,1,113,2,1291006800
469,1,744,1,1293426000
470,1,625,1,1293426000
471,1,3422,1,1420347600
472,1,3421,1,1420088400
473,1,3418,1,1419310800
474,1,3402,1,1419310800
475,1,250,1,1419310800
476,1,249,1,1418101200
477,1,2427,1,1419310800
478,1,3414,1,1417064400
479,1,1590,1,1415941200
480,1,3355,1,1414990800
481,1,2305,1,1413345600
482,1,1900,1,1411704000
483,1,3385,1,1403755200
484,1,1147,1,1402632000
485,1,377,1,1402632000
486,1,1072,1,1402200000
487,1,96,1,1400040000
488,1,118,1,1399867200
489,1,3375,1,1399176000
490,1,3367,1,1398312000
491,1,1024,1,1396843200
492,1,709,1,1396497600
493,1,3349,1,1395288000
494,1,1580,1,1395288000
495,1,545,1,1391835600
496,1,146,1,1390539600
497,1,1198,1,1389762000
498,1,1589,1,1389243600
499,1,3341,1,1388898000
500,1,3339,1,1388379600
501,1,2402,1,1388379600
502,1,2401,1,1386738000
503,1,1382,1,1386738000
504,1,3335,1,1386478800
505,1,3317,1,1386306000
506,1,3329,1,1386306000
507,1,3332,1,1386219600
508,1,3330,1,1385701200
509,1,1867,1,1385701200
510,1,1197,1,1385701200
511,1,3319,1,1385701200
512,1,1885,1,1385701200
513,1,1862,1,1385528400
514,1,1886,1,1384923600
515,1,649,1,1384923600
516,1,154,1,1384837200
517,1,3316,1,1384923600
518,1,617,1,1383105600
519,1,3313,1,1383105600
520,1,3300,1,1379908800
521,1,1522,1,1379649600
522,1,2391,1,1379131200
523,1,896,1,1378872000
524,1,3298,1,1378872000
525,1,462,1,1378094400
526,1,3295,1,1379908800
527,1,432,1,1377921600
528,1,3292,1,1377576000
529,1,3290,1,1377316800
530,1,2383,1,1377144000
531,1,1195,1,1377144000
532,1,3283,1,1375675200
533,1,1875,1,1375675200
534,1,3279,1,1375243200
535,1,2378,1,1375070400
536,1,1579,1,1374897600
537,1,291,1,1374897600
538,1,454,1,1373774400
539,1,2375,1,1373774400
540,1,292,1,1373774400
541,1,158,1,1373774400
542,1,3256,1,1373515200
543,1,1846,1,1372824000
544,1,3259,1,1372564800
545,1,1066,1,1372392000
546,1,1061,1,1372219200
547,1,3253,1,1371441600
548,1,1860,1,1370577600
549,1,3247,1,1370318400
550,1,2368,1,1370318400
551,1,151,1,1369886400
552,1,3245,1,1369627200
553,1,1574,1,1369540800
554,1,290,1,1369281600
555,1,1570,1,1369022400
556,1,3233,1,1368936000
557,1,891,1,1368849600
558,1,1856,1,1367726400
559,1,115,1,1367726400
560,1,3215,1,1367553600
561,1,483,1,1366862400
562,1,1365,1,1366776000
563,1,3211,1,1366516800
564,1,3210,1,1366430400
565,1,3189,1,1366171200
566,1,3193,1,1366084800
567,1,1847,1,1366084800
568,1,3202,1,1365998400
569,1,2351,1,1365998400
570,1,1063,1,1365912000
571,1,2352,1,1365912000
572,1,1051,1,1365393600
573,1,3173,1,1364875200
574,1,1843,1,1364702400
575,1,3163,1,1364529600
576,1,1186,1,1364529600
577,1,7341,1,1364529600
578,1,2342,1,1374897600
579,1,3139,1,1364529600
580,1,3167,1,1364356800
581,1,459,1,1364184000
582,1,2338,1,1364097600
583,1,1842,1,1364097600
584,1,2334,1,1363924800
585,1,3156,1,1363838400
586,1,817,1,1363233600
587,1,1840,1,1362974400
588,1,3141,1,1362805200
589,1,1521,1,1362805200
590,1,3149,1,1362805200
591,1,2324,1,1362805200
592,1,1839,1,1362718800
593,1,3143,1,1362718800
594,1,3148,1,1362718800
595,1,3142,1,1362459600
596,1,1060,1,1361768400
597,1,7431,1,1361768400
598,1,1355,1,1361163600
599,1,3134,1,1361077200
600,1,174,1,1360731600
601,1,2315,1,1360386000
602,1,1356,1,1360213200
603,1,3124,1,1360213200
604,1,1835,1,1360040400
605,1,296,1,1359781200
606,1,1180,1,1359694800
607,1,3118,1,1359435600
608,1,1542,1,1359349200
609,1,3113,1,1358658000
610,1,3111,1,1358226000
611,1,3013,1,1358139600
612,1,529,1,1357534800
613,1,1826,1,1357362000
614,1,3103,1,1357362000
615,1,1822,1,1357362000
616,1,3101,1,1357102800
617,1,753,1,1356066000
618,1,3083,1,1356066000
619,1,3088,1,1355893200
620,1,395,1,1355806800
621,1,3084,1,1355547600
622,1,333,1,1355115600
623,1,1339,1,1354856400
624,1,3068,1,1354856400
625,1,3042,1,1354770000
626,1,3078,1,1354683600
627,1,596,1,1354683600
628,1,1796,1,1354338000
629,1,2281,1,1354338000
630,1,3070,1,1353992400
631,1,1442,1,1353906000
632,1,3064,1,1353646800
633,1,194,1,1353474000
634,1,3062,1,1353387600
635,1,701,1,1353214800
636,1,3059,1,1353128400
637,1,124,1,1352955600
638,1,7427,1,1352782800
639,1,3057,1,1352782800
640,1,396,1,1352437200
641,1,2276,1,1352437200
642,1,2273,1,1352437200
643,1,3048,1,1352178000
644,1,523,1,1360213200
645,1,2271,1,1351656000
646,1,95,1,1350792000
647,1,1525,1,1350532800
648,1,2235,1,1350446400
649,1,2261,1,1350273600
650,1,1342,1,1350014400
651,1,331,1,1350014400
652,1,3027,1,1349928000
653,1,3023,1,1349841600
654,1,3026,1,1349841600
655,1,373,1,1349841600
656,1,68,1,1349841600
657,1,1331,1,1349668800
658,1,116,1,1349582400
659,1,2147,1,1349323200
660,1,3020,1,1348977600
661,1,2252,1,1348977600
662,1,179,1,1348977600
663,1,3004,1,1348632000
664,1,491,1,1348459200
665,1,214,1,1348113600
666,1,439,1,1347940800
667,1,3010,1,1347854400
668,1,2090,1,1347768000
669,1,3006,1,1347595200
670,1,810,1,1347595200
671,1,1167,1,1347508800
672,1,697,1,1347163200
673,1,67,1,1347163200
674,1,258,1,1346731200
675,1,1793,1,1346731200
676,1,3000,1,1346558400
677,1,2999,1,1346558400
678,1,1340,1,1346558400
679,1,2996,1,1346212800
680,1,2989,1,1346126400
681,1,1043,1,1345867200
682,1,554,1,1345867200
683,1,1336,1,1345694400
684,1,1337,1,1345262400
685,1,2238,1,1344484800
686,1,178,1,1343966400
687,1,747,1,1342497600
688,1,2966,1,1342238400
689,1,2962,1,1341374400
690,1,474,1,1341288000
691,1,330,1,1341115200
692,1,260,1,1341028800
693,1,2952,1,1340337600
694,1,455,1,1339992000
695,1,2941,1,1339905600
696,1,2947,1,1339905600
697,1,2945,1,1339560000
698,1,2942,1,1339473600
699,1,623,1,1339387200
700,1,1509,1,1339387200
701,1,2926,1,1339300800
702,1,29,1,1338955200
703,1,2217,1,1338782400
704,1,123,1,1343880000
705,1,1510,1,1338523200
706,1,1505,1,1338177600
707,1,2927,1,1338004800
708,1,804,1,1337572800
709,1,2920,1,1337054400
710,1,301,1,1336968000
711,1,2782,1,1336190400
712,1,2907,1,1336017600
713,1,2909,1,1335931200
714,1,958,1,1335758400
715,1,1148,1,1335412800
716,1,1502,1,1335326400
717,1,2904,1,1335326400
718,1,955,1,1335067200
719,1,874,1,1334808000
720,1,2898,1,1334808000
721,1,1500,1,1334808000
722,1,2198,1,1334721600
723,1,1320,1,1334635200
724,1,1760,1,1334376000
725,1,1494,1,1334116800
726,1,2178,1,1334116800
727,1,2892,1,1334116800
728,1,636,1,1334116800
729,1,1034,1,1333771200
730,1,276,1,1333339200
731,1,2876,1,1333080000
732,1,1318,1,1333080000
733,1,259,1,1333080000
734,1,2881,1,1333080000
735,1,117,1,1332907200
736,1,1492,1,1332302400
737,1,2185,1,1332129600
738,1,1313,1,1332129600
739,1,1491,1,1331870400
740,1,2870,1,1331697600
741,1,1309,1,1331697600
742,1,2181,1,1331524800
743,1,2858,1,1330664400
744,1,2177,1,1330664400
745,1,1749,1,1329886800
746,1,2848,1,1329714000
747,1,1458,1,1329714000
748,1,951,1,1329627600
749,1,1029,1,1329454800
750,1,2176,1,1329454800
751,1,347,1,1329195600
752,1,2846,1,1329109200
753,1,2845,1,1329368400
754,1,370,1,1388379600
755,1,2173,1,1328850000
756,1,2844,1,1328850000
757,1,1302,1,1328418000
758,1,2167,1,1327294800
759,1,2837,1,1327035600
760,1,517,1,1327035600
761,1,2826,1,1327035600
762,1,2166,1,1326776400
763,1,2163,1,1326690000
764,1,1742,1,1340856000
765,1,2830,1,1326258000
766,1,1295,1,1326085200
767,1,2823,1,1325912400
768,1,2632,1,1325739600
769,1,2820,1,1325480400
770,1,2814,1,1324962000
771,1,796,1,1324616400
772,1,1736,1,1324616400
773,1,1025,1,1324443600
774,1,1482,1,1324270800
775,1,1483,1,1324270800
776,1,2152,1,1324098000
777,1,2810,1,1324616400
778,1,2149,1,1323838800
779,1,2808,1,1323666000
780,1,2144,1,1323579600
781,1,2806,1,1323320400
782,1,1128,1,1322888400
783,1,38,1,1322715600
784,1,2801,1,1322542800
785,1,736,1,1322456400
786,1,2136,1,1322542800
787,1,2795,1,1322024400
788,1,2793,1,1321765200
789,1,1288,1,1321765200
790,1,1436,1,1321592400
791,1,2498,1,1321419600
792,1,7603,1,1320901200
793,1,2786,1,1320814800
794,1,2784,1,1320814800
795,1,587,1,1320642000
796,1,2783,1,1320642000
797,1,2780,1,1320292800
798,1,944,1,1320120000
799,1,305,1,1320120000
800,1,2779,1,1320120000
801,1,2775,1,1319860800
802,1,346,1,1319860800
803,1,683,1,1319774400
804,1,2772,1,1319601600
805,1,2129,1,1319515200
806,1,75,1,1319256000
807,1,2771,1,1318996800
808,1,175,1,1318910400
809,1,1136,1,1318737600
810,1,1283,1,1318564800
811,1,2127,1,1318305600
812,1,2767,1,1317614400
813,1,2764,1,1317268800
814,1,2763,1,1317268800
815,1,2093,1,1316577600
816,1,1284,1,1316491200
817,1,72,1,1316318400
818,1,264,1,1316232000
819,1,2754,1,1316059200
820,1,2756,1,1316059200
821,1,1285,1,1316059200
822,1,613,1,1316059200
823,1,304,1,1315886400
824,1,1282,1,1315886400
825,1,4721,1,1315713600
826,1,2752,1,1315195200
827,1,2750,1,1315195200
828,1,2746,1,1314849600
829,1,586,1,1314763200
830,1,2747,1,1314763200
831,1,2119,1,1314763200
832,1,1715,1,1314676800
833,1,1475,1,1314590400
834,1,734,1,1314417600
835,1,2744,1,1314417600
836,1,2108,1,1314158400
837,1,1923,1,1314417600
838,1,2743,1,1314158400
839,1,1465,1,1313985600
840,1,1720,1,1313726400
841,1,2742,1,1313726400
842,1,2117,1,1313640000
843,1,90,1,1313467200
844,1,2707,1,1312948800
845,1,1457,1,1312776000
846,1,2731,1,1312776000
847,1,2725,1,1312171200
848,1,2109,1,1311825600
849,1,2713,1,1311566400
850,1,155,1,1311307200
851,1,543,1,1311048000
852,1,2102,1,1310961600
853,1,231,1,1311134400
854,1,1708,1,1310097600
855,1,2700,1,1310097600
856,1,2687,1,1309838400
857,1,1413,1,1309752000
858,1,1129,1,1309665600
859,1,2695,1,1309665600
860,1,76,1,1309320000
861,1,1445,1,1309147200
862,1,2065,1,1308196800
863,1,2619,1,1308024000
864,1,2605,1,1308024000
865,1,1251,1,1307764800
866,1,2586,1,1307505600
867,1,1117,1,1307505600
868,1,300,1,1307505600
869,1,1248,1,1307419200
870,1,725,1,1307160000
871,1,578,1,1307073600
872,1,2559,1,1307073600
873,1,507,1,1306728000
874,1,1942,1,1304913600
875,1,1232,1,1304654400
876,1,42,1,1304568000
877,1,534,1,1304568000
878,1,994,1,1304568000
879,1,503,1,1303790400
880,1,2448,1,1302580800
881,1,846,1,1301976000
882,1,2,1,1291093200
883,1,7348,-1,1387429200
884,1,7425,-1,1336795200
885,1,7557,-1,1312516800
886,1,7589,-1,1305000000
887,1368,2,10,1399348800
888,164,2,10,1407816000
889,244,2,10,1362459600
890,62,2,10,1349582400
891,2244,2,10,1348891200
892,148,2,10,1348200000
893,7403,2,10,1334980800
894,52,2,10,1332475200
895,264,2,10,1337140800
896,159,2,10,1330146000
897,66,2,10,1343361600
898,20,2,10,1333339200
899,60,2,10,1325480400
900,585,2,10,1325480400
901,97,2,10,1316404800
902,2006,2,10,1307073600
903,1421,2,10,1304827200
904,353,2,10,1304481600
905,42,2,10,1306987200
906,37,2,10,1343102400
907,51,2,9,1343102400
908,185,2,9,1335672000
909,38,2,9,1394424000
910,7603,2,9,1337832000
911,312,2,9,1307592000
912,168,2,9,1291179600
913,354,2,8,1347854400
914,108,2,8,1323493200
915,9,2,8,1330146000
916,22,2,8,1393218000
917,91,2,8,1306728000
918,40,2,8,1323666000
919,250,2,8,1301544000
920,271,2,8,1289538000
921,119,2,8,1289365200
922,10,2,8,1290488400
923,113,2,8,1353992400
924,54,2,8,1299474000
925,375,2,7,1415768400
926,177,2,7,1348286400
927,31,2,7,1332043200
928,47,2,7,1341374400
929,17,2,7,1322974800
930,23,2,7,1301284800
931,74,2,7,1308628800
932,4,2,7,1298264400
933,179,2,6,1402804800
934,165,2,6,1371614400
935,306,2,6,1343102400
936,8,2,5,1398225600
937,242,2,5,1393218000
938,412,2,5,1366689600
939,381,2,5,1361768400
940,561,2,5,1354510800
941,216,2,5,1336708800
942,107,2,5,1362027600
943,681,2,5,1321419600
944,79,2,5,1312862400
945,272,2,5,1331442000
946,39,2,5,1331611200
947,150,2,5,1308283200
948,181,2,5,1305691200
949,109,2,5,1304481600
950,503,2,5,1302235200
951,223,2,5,1344916800
952,2404,2,4,1393131600
953,24,2,4,1376539200
954,19,2,4,1393131600
955,7,2,4,1412049600
956,348,2,4,1402632000
957,11,2,4,1336968000
958,473,2,4,1306987200
959,1921,2,4,1302667200
960,99,2,4,1301284800
961,121,2,4,1326776400
962,15,2,3,1312344000
963,1380,2,3,1393045200
964,30,2,3,1380945600
965,73,2,3,1378180800
966,85,2,3,1374206400
967,189,2,3,1339732800
968,787,2,3,1338696000
969,133,2,3,1336104000
970,1709,2,3,1311652800
971,75,2,3,1324011600
972,658,2,3,1304568000
973,293,2,3,1296709200
974,768,2,3,1296450000
975,45,2,3,1301889600
976,471,2,3,1291266000
977,1632,2,3,1291006800
978,281,2,2,1406606400
979,269,2,2,1404273600
980,96,2,2,1402718400
981,2336,2,2,1399262400
982,87,2,2,1387083600
983,206,2,2,1386997200
984,330,2,2,1381377600
985,90,2,2,1342929600
986,241,2,2,1382414400
987,190,2,2,1340683200
988,1494,2,2,1333598400
989,7577,2,2,1330578000
990,798,2,2,1329022800
991,211,2,2,1327554000
992,140,2,2,1311134400
993,217,2,2,1306900800
994,182,2,2,1306123200
995,236,2,2,1306036800
996,777,2,2,1307073600
997,1098,2,2,1305000000
998,106,2,2,1343275200
999,237,2,2,1302840000
1000,44,2,2,1301544000
1001,1401,2,2,1298782800
1002,1409,2,2,1303963200
1003,769,2,2,1298005200
1004,1209,2,2,1296622800
1005,917,2,2,1294030800
1006,710,2,2,1292907600
1007,114,2,1,1429934400
1008,2698,2,1,1297746000
1009,1127,2,1,1290661200
1010,249,2,1,1415163600
1011,1009,2,1,1414296000
1012,1386,2,1,1409112000
1013,173,2,1,1398744000
1014,126,2,1,1398312000
1015,43,2,1,1397793600
1016,222,2,1,1393131600
1017,647,2,1,1393390800
1018,58,2,1,1407556800
1019,5,2,1,1387170000
1020,1156,2,1,1381896000
1021,553,2,1,1369540800
1022,170,2,1,1365912000
1023,93,2,1,1363838400
1024,145,2,1,1361163600
