source,target,rating,time
151,218,10,1376366400
931,153,7,1307678400
156,7603,10,1352001600
7604,157,10,1364270400
216,157,7,1336881600
157,216,7,1336881600
158,248,10,1372564800
7603,159,9,1337832000
159,272,10,1337486400
160,294,10,1325048400
163,165,10,1392094800
164,837,10,1427342400
164,835,10,1413777600
165,188,6,1378180800
7604,166,10,1364270400
166,177,8,1363147200
323,168,6,1307678400
286,170,10,1405051200
633,170,8,1348113600
3248,171,8,1370232000
172,555,8,1364356800
3337,173,10,1387688400
245,173,7,1393131600
173,245,7,1391144400
7603,176,7,1337832000
1299,176,6,1344052800
748,177,10,1353042000
642,177,10,1352091600
750,177,10,1357189200
265,177,10,1339128000
331,177,7,1357016400
1165,177,7,1348891200
1806,177,6,1350273600
177,816,10,1357534800
177,244,7,1364529600
177,802,7,1351137600
177,296,7,1350532800
177,214,7,1349668800
177,265,7,1340596800
3017,179,10,1348372800
400,180,8,1412654400
374,180,8,1402891200
404,181,10,1305086400
181,510,10,1308196800
7562,185,10,1390539600
1691,185,10,1358571600
288,185,10,1358571600
364,186,8,1409284800
374,186,8,1402372800
400,186,7,1412654400
7604,187,10,1364270400
7335,188,10,1451278800
334,188,10,1365652800
573,188,8,1311566400
188,200,8,1356325200
188,573,8,1312084800
1424,189,7,1339732800
306,189,6,1341806400
189,306,6,1341806400
7604,190,10,1364270400
190,903,9,1410753600
190,889,9,1365134400
722,193,10,1306468800
193,722,10,1306468800
736,194,8,1331870400
194,736,8,1331870400
254,195,10,1308024000
195,254,10,1308024000
390,198,6,1351224000
198,390,6,1351224000
7335,200,10,1451278800
234,200,8,1306728000
506,201,10,1305777600
201,506,10,1304222400
428,204,10,1342497600
798,204,10,1335240000
204,428,10,1342497600
204,798,10,1335240000
823,206,10,1368331200
206,823,10,1368331200
666,208,6,1377489600
253,210,10,1312257600
1712,212,10,1312171200
261,213,10,1343793600
218,213,10,1342324800
213,261,10,1343793600
213,218,10,1342324800
322,215,10,1303012800
215,322,10,1302926400
756,216,6,1361941200
218,261,10,1389589200
249,220,9,1387774800
556,221,10,1365048000
276,221,10,1365048000
887,221,7,1372651200
221,276,10,1365048000
221,556,10,1365048000
221,887,7,1373342400
354,224,10,1346904000
224,354,8,1307505600
228,816,10,1357534800
247,229,10,1373947200
400,230,8,1412654400
274,232,8,1330146000
232,274,8,1320642000
234,469,8,1306728000
2532,236,7,1306036800
714,238,10,1304568000
238,714,10,1304568000
1103,239,10,1305432000
239,1103,10,1305432000
7564,240,10,1307419200
240,7564,10,1307592000
699,243,8,1365048000
418,246,10,1394596800
307,246,10,1368504000
246,653,10,1432440000
246,418,10,1394596800
246,307,10,1367380800
1067,247,10,1367899200
247,1067,6,1367899200
543,253,10,1311739200
253,543,10,1311739200
1458,254,10,1308024000
7388,257,10,1325998800
301,264,8,1346644800
264,805,10,1337140800
264,301,8,1346644800
490,265,7,1355979600
304,267,8,1337832000
1916,268,7,1345348800
556,276,10,1365048000
887,276,6,1372651200
279,1206,6,1414814400
279,1203,6,1408507200
282,724,10,1307678400
806,285,10,1337400000
285,806,10,1337400000
753,286,10,1368763200
1915,297,10,1303617600
344,300,10,1307419200
7564,300,7,1307419200
334,302,10,1369454400
387,303,10,1308801600
303,387,10,1308801600
303,678,6,1307851200
418,307,10,1394596800
307,418,10,1395115200
323,313,9,1307505600
313,323,9,1307505600
1303,316,10,1327986000
693,316,6,1341288000
1153,317,8,1345348800
388,325,10,1308542400
828,325,10,1378094400
325,388,10,1308542400
325,828,10,1378094400
325,414,10,1378094400
344,327,10,1307592000
7523,338,10,1407988800
7522,338,10,1407988800
7532,338,10,1407902400
7510,338,10,1407902400
1680,342,10,1307505600
855,343,9,1306468800
1251,343,8,1307592000
343,855,9,1306468800
788,344,10,1307937600
344,788,10,1307937600
344,480,10,1307937600
345,463,10,1373774400
7564,354,10,1307592000
354,440,6,1347854400
356,624,10,1307678400
356,405,10,1307678400
782,357,10,1306987200
357,782,10,1306987200
377,363,10,1402200000
399,363,10,1402113600
363,377,10,1402200000
363,399,10,1402113600
374,364,8,1409284800
364,374,8,1409284800
368,367,10,1305864000
367,368,10,1305864000
949,369,6,1331870400
374,400,8,1413172800
374,378,8,1404100800
399,377,10,1402200000
377,399,10,1402200000
679,384,10,1307678400
384,679,10,1307764800
828,388,10,1378094400
6014,407,10,1363147200
409,797,10,1324443600
633,410,6,1342584000
828,414,10,1378094400
545,415,10,1384837200
829,415,8,1384750800
415,829,10,1384750800
898,416,7,1391144400
416,898,7,1391144400
417,901,9,1395201600
468,425,10,1305691200
7570,425,8,1307160000
425,468,10,1305691200
515,426,10,1310097600
426,515,10,1307937600
831,430,10,1386824400
430,831,10,1386824400
861,431,6,1365048000
431,861,9,1365652800
2421,434,8,1415595600
501,436,9,1314072000
446,445,10,1304913600
445,446,10,1304913600
950,453,10,1328850000
453,950,8,1328850000
3035,456,8,1358744400
525,458,10,1365825600
7419,461,8,1365652800
985,464,8,1411272000
464,985,8,1411272000
652,465,8,1410580800
465,652,8,1410580800
1227,470,8,1304568000
867,477,8,1308542400
477,867,8,1308542400
628,481,10,1308974400
1565,488,8,1366862400
525,493,10,1361077200
7558,496,10,1384837200
1178,497,7,1409112000
1907,499,10,1450414800
501,794,10,1317528000
502,7552,7,1306814400
2037,511,10,1307505600
1291,516,10,1323406800
819,525,10,1365307200
525,644,10,1365825600
525,819,10,1365307200
6792,527,10,1384405200
1584,527,7,1384491600
7400,532,10,1307073600
776,533,10,1305172800
533,776,10,1305172800
726,538,10,1307246400
852,539,10,1305604800
600,554,10,1365480000
554,600,10,1365480000
584,569,10,1311480000
569,584,10,1311480000
579,576,9,1307073600
576,579,10,1307073600
614,577,10,1308024000
577,614,10,1308024000
727,578,6,1307332800
578,727,6,1307332800
1691,582,10,1331956800
628,583,10,1308974400
6878,590,10,1386219600
590,6878,10,1386219600
880,595,9,1349668800
595,880,9,1349668800
834,604,10,1409284800
604,834,10,1409284800
7569,606,10,1304308800
723,618,10,1342670400
618,723,10,1342670400
789,628,10,1309665600
628,789,10,1308974400
2908,631,10,1336536000
2913,636,10,1335931200
3170,648,10,1365825600
749,656,10,1349409600
656,749,9,1349409600
663,820,10,1365480000
948,685,8,1326171600
685,948,8,1326171600
1026,688,10,1335153600
1367,691,10,1365739200
2225,692,10,1369800000
692,2225,10,1369972800
833,709,10,1399262400
709,833,10,1399262400
1638,719,8,1305691200
790,726,10,1310529600
726,790,10,1310443200
726,7564,10,1307246400
7328,731,10,1309579200
731,7328,10,1309579200
755,754,10,1356843600
754,755,10,1356584400
1183,756,6,1362718800
756,1183,6,1362718800
978,760,10,1370664000
760,978,8,1370664000
781,928,8,1307073600
2529,795,10,1320033600
5533,811,10,1348545600
811,5533,10,1348545600
3179,836,10,1413950400
7335,838,10,1451278800
1256,873,9,1323752400
3419,905,10,1418187600
2336,907,9,1449637200
1126,930,6,1308196800
930,1126,6,1308196800
7562,941,8,1346904000
1039,7603,6,1341201600
1062,7514,10,1367294400
1074,1075,6,1440648000
1221,7552,7,1345348800
1444,7564,7,1307419200
1455,7564,8,1307592000
1681,7564,9,1307592000
7598,1691,10,1374206400
7398,2408,10,1398657600
7561,3774,8,1307678400
7455,4910,10,1322024400
7517,5533,10,1348545600
7536,5533,10,1348545600
7565,5533,10,1348545600
5533,7565,10,1348545600
7602,7334,10,1364270400
7601,7334,10,1364270400
7599,7334,10,1364270400
7598,7334,10,1364270400
7604,7334,10,1364184000
7334,7604,10,1364097600
7335,7560,10,1451278800
7520,7395,10,1308024000
7571,7395,6,1308024000
7520,7396,6,1308024000
7513,7417,9,1347940800
7417,7506,9,1347940800
7535,7483,10,1347681600
7483,7513,7,1347681600
7513,7506,8,1347940800
7535,7513,8,1347681600
7536,7517,10,1348545600
7565,7517,9,1348545600
7517,7565,10,1348545600
7517,7536,10,1348545600
7531,7521,10,1393390800
7530,7581,10,1358226000
7565,7536,10,1348545600
7536,7565,10,1348545600
7540,7556,8,1353387600
7602,7598,10,1364270400
7601,7598,10,1364270400
7599,7598,10,1364270400
7604,7598,10,1364270400
7598,7599,10,1364270400
7598,7600,10,1364270400
7598,7604,10,1364270400
7602,7599,10,1364270400
7601,7599,10,1364270400
7604,7599,10,1364270400
7599,7600,10,1364270400
7602,7600,10,1364270400
7601,7600,10,1364270400
7604,7600,10,1364270400
7602,7601,10,1364270400
7604,7601,10,1364270400
7601,7604,10,1364270400
7604,7602,10,1364270400
7602,7604,10,1364270400
